"会社名","住所","電話番号","WebサイトURL","Google評価","レビュー数","都道府県","place_id","メールアドレス","メール取得元URL"
"プリントタウン","〒066-0073 北海道千歳市北斗２丁目６−９","0123-27-5863","https://maps.google.com/?cid=6459400538121475690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","北海道","ChIJ22d4o1IndV8Rapay6JBmpFk","",""
"東邦印刷㈱","日本、〒064-0809 北海道札幌市中央区南９条西１０丁目１","011-521-1190","https://maps.google.com/?cid=8241889505224159829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","北海道","ChIJiac35IopC18RVfLnbNYSYXI","",""
"㈱スリーエス 印刷","〒063-0811 北海道札幌市西区琴似１条１丁目２−１ ライオンズマンション琴似第５ 411","011-644-6151","http://www.sss-p.com/","","0","北海道","ChIJu7_N61EoC18RYdQMrqV3-Zg","",""
"MARK工房byUNIFORUM","〒064-0804 北海道札幌市中央区南４条西４丁目 地下街ポールタウン","011-232-8822","https://www.mark-kobo.com/","3.6","11","北海道","ChIJHRWkXIQpC18RR5BDekoHdYs","",""
"ネームスタジオ ハンズ札幌店","〒060-0004 北海道札幌市中央区北４条西２丁目 さっぽろ東急百貨店内 ハンズ札幌店","011-211-4661","http://namestudio.jp/","4.8","14","北海道","ChIJBfH7OpspC18RDB9R5s02Nbs","name@social-lead.com","http://namestudio.jp/"
"オリジナルTシャツのプラスワン 札幌店","〒060-0053 北海道札幌市中央区南３条東１丁目４ 1F","011-215-1862","https://www.p1-intl.com/shop/sapporo?utm_source=google&utm_medium=maps","3.8","4","北海道","ChIJTw__cYMpC18RsO30yFw5Ahw","",""
"プリントモンキー","〒007-0839 北海道札幌市東区北３９条東８丁目１−１３ 関ビルA-1 1","011-721-5585","http://www.print-monkey.net/","5","3","北海道","ChIJzZC9EaUpC18Rpog_dc-8EdA","info@print-monkey.net","http://www.print-monkey.net/"
"ピクルスプリント","〒064-0929 北海道札幌市中央区南２９条西１０丁目５−１","","https://pixls-print.com/","5","10","北海道","ChIJT3pD3XUqC18ROR3GAc5Qe1Q","",""
"オリジナルTシャツ ガレージ99","〒060-0042 北海道札幌市中央区大通西１３丁目４−１２０","011-221-0333","http://t.garage99.net/","5","1","北海道","ChIJuZzjhm0pC18R1tXERP63sks","",""
"㈱ガレージ99 札幌店","〒060-0042 北海道札幌市中央区大通西１３丁目4−１２０ ジェネシスビル 5F","011-221-0119","https://garage99.net/","4.6","55","北海道","ChIJp8X87YQpC18RVoGR7Qvhn7Q","",""
"ハンズ札幌店","〒060-0061 北海道札幌市中央区北４条西２丁目 さっぽろ東急百貨店 8階","011-218-6111","http://sapporo.hands.net/?utm_source=GMB_sapporo&utm_medium=profile&utm_campaign=GMB","3.7","1935","北海道","ChIJl9dZ_ZApC18R9-_NAPVdBAc","",""
"ビックカメラ 札幌店","〒060-8619 北海道札幌市中央区北４条西２丁目１ さっぽろ東急百貨店 5階･6階","011-261-1111","https://www.biccamera.com/bc/i/shop/shoplist/shop132.jsp?ref=gmb","3.9","6339","北海道","ChIJnYs-5HQpC18Rg-QypTLyDco","",""
"THIRDEYE (サードアイ)","〒060-0062 北海道札幌市中央区南２条西１８丁目２９１−３１ A-Bu Bld., 1F","011-621-2250","https://thirdeye-spc.com/","5","1","北海道","ChIJhcL8T5MpC18Rdm083W3Ifn0","web.info@thirdeye-spc.com","https://thirdeye-spc.com/"
"ラリー (RALLY)","〒062-0020 北海道札幌市豊平区月寒中央通８丁目３−３１ ＳＡＢＵＲＯＫＵ ＳＹＳＴＥＭ Ｌｔｄ．","011-852-8118","https://maps.google.com/?cid=16438361705058798264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.5","13","北海道","ChIJYf-EvFYqC18RuApqZ-DKIOQ","",""
"プリントショップ・メイプル","〒004-0014 北海道札幌市厚別区もみじ台北７丁目１−２","011-898-5556","https://maps.google.com/?cid=9468955317271918664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","北海道","ChIJWQvcV68sC18RSPgJQLF8aIM","",""
"PLAZA 札幌ステラプレイス店","〒060-0005 北海道札幌市中央区北５条西２丁目５ 札幌ステラプレイス B1F","011-223-6203","https://www.plazastyle.com/contents/store/detail/sapporo_stella","3.7","84","北海道","ChIJJ0N9wXQpC18RZvM1RFs0Fek","",""
"スタジオ・アンラソラ札幌","〒003-0003 北海道札幌市白石区東札幌３条１丁目１−１","011-818-1188","https://www.studio-anne.co.jp/contents/store-sapporo-rasora.html","4.3","38","北海道","ChIJ0fiq4dArC18RN8-7Axjfb4o","access@studio-anne.co.jp","https://www.studio-anne.co.jp/company"
"HMV札幌ステラプレイス","〒060-0005 北海道札幌市中央区北５条西２丁目５ JRタワー札幌ステラプレイス 4F","011-219-5005","https://www.hmv.co.jp/store/SAP/","3.6","137","北海道","ChIJJ0N9wXQpC18RR8sXvFVWP5Y","",""
"㈱プリントエース","〒065-0032 北海道札幌市東区北３２条東１丁目１−１１ ＳＡＫＡＥプリントエース","011-712-7300","https://maps.google.com/?cid=521940301479174405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","北海道","ChIJEYdO88QoC18RBWGgV_BNPgc","",""
"レッドゾーン花川","〒061-3211 北海道石狩市花川北１条４丁目４３","0133-72-1839","https://dpe-redzone.jp/","4","7","北海道","ChIJPymZhs0lC18RmwYlCvQ9nj8","",""
"のぼり旗プリントセンター","〒065-0008 北海道札幌市東区北８条東１６丁目１−５","011-750-1111","http://www.nobori-speed.com/","4","3","北海道","ChIJh_58gUEpC18RjR8e5aVLmwg","",""
"プリントピア","〒003-0808 北海道札幌市白石区菊水８条２丁目３−２５","011-841-0802","https://maps.google.com/?cid=10555861502700339302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","北海道","ChIJ90Tsg2IpC18RZsCs_hv0fZI","",""
"(有)札幌カメラ","〒063-0812 北海道札幌市西区琴似２条１丁目１−２８８−１３","011-641-0161","https://www.hjt.co.jp/index/detail/idshop/162","4.5","13","北海道","ChIJWyppEFAoC18RhOwRtzoW-MY","",""
"小樽 オリジナルT工房","〒047-0034 北海道小樽市緑１丁目４−２６ クレードル 1F","0134-26-6140","http://fairyotaru.web.fc2.com/","4","2","北海道","ChIJOe4Tb_rgCl8R6zgC58QPZXY","info@fairyweb.net","http://fairyotaru.web.fc2.com/"
"大安堂かさい印房","〒030-0802 青森県青森市本町１丁目４−２７","017-776-5990","https://kasaiinbou.com/","4.8","8","青森県","ChIJF-L8gQKfm18R2w8D_UEexQA","kasaiinbou@actv.ne.jp","https://kasaiinbou.com/contact"
"ワタナベサービス","〒030-0803 青森県青森市安方２丁目１７−３","017-777-1388","https://www.wsconet.jp/","2.7","6","青森県","ChIJU0NziuKem18RYoejaRc6Mjw","wsinfo@wsconet.jp","https://www.wsconet.jp/"
"ナガイプリント","〒030-0821 青森県青森市勝田２丁目２３−１","017-723-9523","https://nagai-print-aomori.com/","4.4","5","青森県","ChIJN11ZK6ufm18RNnYcOFhC34U","info@nagai-print-aomori.com","https://nagai-print-aomori.com/"
"㈱中央コピーセンター","〒030-0861 青森県青森市長島２丁目２４−２","017-777-7582","https://www.accc-web.net/","5","2","青森県","ChIJwwcFmQOfm18RvB4agu81ApQ","info@accc-web.net","https://www.accc-web.net/"
"青森オフセット印刷㈱","〒030-0802 青森県青森市本町２丁目１１−１６","017-775-1431","http://www.a-offset.co.jp/","3.8","5","青森県","ChIJ7Qu51_yem18RhnhXZ1UGAmM","daichinouen@gmail.com","http://www.a-offset.co.jp/"
"ぷりんと博士青森西店","〒038-0015 青森県青森市千刈４丁目１９−５","017-721-5325","https://maps.google.com/?cid=16506530409107187325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.2","5","青森県","ChIJHbXO7j2fm18RfWYEpfP5EuU","",""
"オフィスバリュー 青森店","〒030-0845 青森県青森市緑３丁目１０−２７","017-732-3288","http://www.maruki-ov.com/","4.1","98","青森県","ChIJaQJA_Lqfm18RwhlBczP-3Vs","",""
"㈲アート印刷","〒034-0034 青森県十和田市東十五番町１１−３−２","0176-22-8610","https://artprt.jp/","4.8","5","青森県","ChIJ_wymHbJDm18Rt6fODFm_Vz4","artprint@movie.ocn.ne.jp","https://artprt.jp/"
"㈱アクション あなたへ","〒030-0803 青森県青森市安方１丁目４−８","017-718-5220","https://maps.google.com/?cid=874593350471295983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","青森県","ChIJG7AvPh6fm18R76PCuQQuIww","",""
"㈲アサヒ印刷","〒036-8246 青森県弘前市青樹町３−６","0172-87-1118","https://www.asahiinsatsu.co.jp/","4.1","7","青森県","ChIJ-1UoCm3-ml8RASqBvdjIRAA","example@gmail.com","https://www.asahiinsatsu.co.jp/contact"
"ACTION","〒030-0803 青森県青森市安方１丁目４−８","","http://www.action-s.jp/index.html","4","1","青森県","ChIJv9eJFR6fm18R9_nmEyu7ixk","shu@action-s.jp","http://www.action-s.jp/index.html"
"三照堂印店 一番町店","〒036-8201 青森県弘前市一番町１５","0172-32-3031","https://sanshodo-co.jp/information/","4.2","13","青森県","ChIJ1eRHlOkBm18RQOXMuXtRA-g","sanshodo@dream.ocn.ne.jp","https://sanshodo-co.jp/information/"
"職人工房 青森店","〒030-0843 青森県青森市浜田１丁目１４−１ CiiNA CiiNA 青森 1F","017-729-4169","https://webmaster9665.wixsite.com/shokunin-kobo/%E9%9D%92%E6%A3%AE","3.6","12","青森県","ChIJLZn8JhCfm18RKsoDjk5BWDs","",""
"やまと印刷株式会社","〒036-8061 青森県弘前市神田４丁目４−５","0172-34-4111","https://yamatop.jp/","4.1","10","青森県","ChIJcz6NFwQBm18RWtCpw0FWNYU","",""
"長尾印刷㈱","〒030-0931 青森県青森市平新田森越１７−１","017-726-7121","http://nagaoprint.co.jp/","4","3","青森県","ChIJA9J9F9idm18R3SFWg7XXNrg","info_nagao@nagaoprint.co.jp","http://nagaoprint.co.jp/"
"国栄社","〒030-0945 青森県青森市桜川９丁目７−１１","017-742-8285","https://maps.google.com/?cid=17020115996217757305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","青森県","ChIJsdnkrcqfm18Rec6AdlKZM-w","",""
"㈲小野印刷所","〒036-8173 青森県弘前市富田町５２","0172-32-7471","https://onoprint.jp/","5","2","青森県","ChIJ8ycHfwICm18RnhWC_1G0Gqs","",""
"青森コロニー印刷","〒030-0943 青森県青森市幸畑松元６２−３","017-738-2021","https://aomoricolony.jp/","3.8","8","青森県","ChIJu_K2FGF1m18RoqKcVMF98i0","",""
"㈲夢･デザイン","〒038-0003 青森県青森市石江江渡５２−１６８","017-766-3955","https://yumedesign.jpn.com/","4.5","6","青森県","ChIJs0pY9VGfm18R-DQ0ZnKtkrc","",""
"㈱こがわ","〒030-0142 青森県青森市野木野尻３７−９１","017-752-0072","http://www.kogawa-print.com/","3.7","6","青森県","ChIJd2bu_KMKm18R-57Nq-_3B_c","info@kogawa-print.com","http://www.kogawa-print.com/"
"㈲ステップ","〒030-0142 青森県青森市野木野尻３７−９１","017-752-0040","http://www.step-prt.com/","4","1","青森県","ChIJ-yPm_KMKm18R44SJa-AJFr0","info@step-prt.com","http://www.step-prt.com/"
"津軽印刷㈱","〒038-0031 青森県青森市三内丸山３８１−２６０","017-766-2315","http://tugarulabel.com/","5","2","青森県","ChIJuVYLTNehm18R96gdTTBIx_E","",""
"第一印刷㈱","〒038-0003 青森県青森市石江江渡３−１","017-782-2333","https://maps.google.com/?cid=13064804358079962112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3.3","3","青森県","ChIJlQvVHkefm18RANxU51eCT7U","",""
"不二印刷工業㈱","〒030-0902 青森県青森市合浦１丁目１０−１６","017-741-5439","https://maps.google.com/?cid=17812983371279653080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","青森県","ChIJARdsi_Sem18R2FgQu_9tNPc","",""
"㈲新和印刷 尾上工場","〒036-0233 青森県平川市日沼富田２４−６","0172-57-5551","https://maps.google.com/?cid=12005881238638852676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","青森県","ChIJXzTdr2cBm18RRHqYbGB1naY","",""
"ゲインズ株式会社","〒030-0843 青森県青森市浜田玉川３５２ 木村ビル 3-A","017-752-6364","https://gainz.co.jp/","5","1","青森県","ChIJ9b0xopWfm18RIYYmwVzVPPw","info@gainz.co.jp","https://gainz.co.jp/contact"
"㈲ティーマックス","〒030-0844 青森県青森市桂木２丁目１２−８","017-752-6227","https://tmax-i.co.jp/","","0","青森県","ChIJMwYSKryfm18RsxLy9qGB41c","",""
"太田印房","〒036-8021 青森県弘前市和徳町２１２","0172-32-7666","http://www.ota-hanko.com/","3.6","28","青森県","ChIJWz_kaZYBm18RPNm27FAWIrU","otainbou@idatenbb.jp","http://www.ota-hanko.com/"
"朝日印刷","鎌谷町-５１６-35 五所川原市 青森県 037-0033","0173-34-3316","https://maps.google.com/?cid=4777082487388747629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","青森県","ChIJEbpF4smlm18RbbeLUzabS0I","",""
"印刷屋のとざわ","〒034-0082 青森県十和田市西二番町１−３４","0176-25-3231","https://tozawa.site/","","0","青森県","ChIJI66cZE9Cm18RkZMBpY3mlsw","",""
"柏文社印刷（株）","〒039-2525 青森県上北郡七戸町七戸１４４","0176-62-2828","https://maps.google.com/?cid=3737800281713384379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","青森県","ChIJ74Xk0LNom18Ru5vhcI1V3zM","",""
"㈱新印刷興業","〒030-0142 青森県青森市野木野尻３７−７２８","017-739-6431","http://www.shin-print.jp/","2.8","5","青森県","ChIJs3JRx6MKm18R0c0SK0n6qo0","bsf@shin-print.jp","http://www.shin-print.jp/"
"東奥印刷㈱","〒030-0113 青森県青森市第二問屋町３丁目１−７７","017-739-8951","https://maps.google.com/?cid=9016476373592789885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","青森県","ChIJK-CWfeufm18RfVOzjX31IH0","",""
"陸奥印刷（株）","〒037-0044 青森県五所川原市元町８３−４","0173-35-2209","https://maps.google.com/?cid=13991719971049126538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3","3","青森県","ChIJ1xG7SUilm18Rijofry6TLMI","",""
"㈲アート印刷","〒037-0011 青森県五所川原市金山亀ケ岡４６−７","0173-34-4487","http://www.artprt.co.jp/","5","1","青森県","ChIJbbScMNikm18ROcvS3RQtzcU","info@artprt.co.jp; net@artprt.co.jp","http://www.artprt.co.jp/"
"㈱文芸印刷","〒037-0004 青森県五所川原市唐笠柳藤巻４６７","0173-35-5323","http://www.a-bungei.co.jp/","","0","青森県","ChIJ8UL5OhWlm18RV5d4ZtEomqs","info@a-bungei.co.jp","http://www.a-bungei.co.jp/"
"フリーウェーブ","〒037-0024 青森県五所川原市みどり町８丁目９","0173-33-4620","https://freewave.cloud-line.com/","","0","青森県","ChIJc8zfctG6m18Ru_uEBROqLgI","freewave2.0@gmail.com","https://freewave.cloud-line.com/"
"㈲光陽印刷","〒038-3135 青森県つがる市木造有楽町２１−２","0173-42-1515","https://maps.google.com/?cid=657351157248469333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.3","3","青森県","ChIJt5JJNXKwm18RVal8DGVhHwk","",""
"㈱朝日印刷","〒033-0052 青森県三沢市本町４丁目３１−２２４","0176-53-4126","https://www.asahiprint.jp/","3","1","青森県","ChIJ2xav319dm18RcRvA6g3y34g","info@asahiprint.jp","https://www.asahiprint.jp/"
"㈱サンエイ","〒030-0121 青森県青森市妙見３丁目２−１９","017-738-0040","https://sanei-corporate.co.jp/","3.5","6","青森県","ChIJJ48KJuefm18RZp5uKwKgiWQ","",""
"（有）中谷印刷","〒030-0917 青森県青森市矢作１丁目１２−６","017-736-2364","https://maps.google.com/?cid=9133447380263944364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","青森県","ChIJ8-DJ8H-em18RrMBaUwCGwH4","",""
"（株）岩間印刷 本社","〒034-0011 青森県十和田市稲生町１５−１４","0176-22-0838","https://maps.google.com/?cid=18332163013546651572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","青森県","ChIJm23qoU5Cm18RtK8AAyLtaP4","",""
"㈱吉川広告","〒036-8173 青森県弘前市富田町５０","0172-35-5711","https://maps.google.com/?cid=17167811105309628356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3.7","3","青森県","ChIJ7R-vfAICm18RxJf8xj1RQO4","",""
"㈱坂本印刷所","〒039-0144 青森県三戸郡三戸町六日町１６−１","0179-22-0171","https://maps.google.com/?cid=2479340496891373940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.5","2","青森県","ChIJX0-O3YQ0m18RdGlzugtjaCI","",""
"㈱岩間印刷","〒034-0021 青森県十和田市東二十三番町１１−２５","0176-23-5131","http://ip-iwama.co.jp/k_gaiyou/index.html","2","1","青森県","ChIJe7GqRv9Cm18RAICJa-72Yjo","iwama@ip-iwama.co.jp","http://ip-iwama.co.jp/k_gaiyou/index.html"
"五所川原印刷（株）","〒037-0073 青森県五所川原市柳町８","","https://maps.google.com/?cid=18446383061074682297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3.4","5","青森県","ChIJQWeZiTWlm18RuaEjMqm3_v8","",""
"二北印刷所","〒035-0051 青森県むつ市新町３−３","0175-22-1860","http://www.mutsu-net.com/custom.html","5","1","青森県","ChIJH42tq0M_nF8R2caKRePMm80","",""
"(有)アイティー","〒036-0341 青森県黒石市豊岡２６−３","0172-52-8803","https://maps.google.com/?cid=1617338541322247164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","青森県","ChIJ13Co07MFm18R_JsPldXwcRY","",""
"（有）北陽印刷","〒039-3161 青森県上北郡野辺地町馬門道２５−２６","0175-64-1523","https://maps.google.com/?cid=9143660939048518248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","1","青森県","ChIJSxeO4fV-m18RaAKayi3P5H4","",""
"㈱秀栄社印刷","〒039-1542 青森県三戸郡五戸町中道７−１","0178-62-2317","https://shueisya.wixsite.com/printing","3","1","青森県","ChIJgxZc66xIm18RlQDzDfVu9fM","",""
"本多印刷","〒039-5201 青森県むつ市川内町休所５−７５","0175-42-3590","https://maps.google.com/?cid=1959509989815134120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","青森県","ChIJ7zibmLkSnF8RqKfCLPSTMRs","",""
"株式会社０１７２","〒036-0241 青森県平川市八幡崎松枝42−１ 2階","0172-57-4783","https://0172.co.jp/","4.3","9","青森県","ChIJ3ZVsol4Bm18RrAUsJm-fzsA","",""
"（株）久保田印刷","〒038-3684 青森県北津軽郡板柳町三千石五十嵐４０−４","0172-72-1212","https://maps.google.com/?cid=7301166093501734614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","青森県","ChIJBXXQ9A-pm18R1h5M-eDzUmU","",""
"フォーユースタッフ","〒036-8093 青森県弘前市城東中央５丁目１−１０","0172-29-2202","http://www.foryourstaff.com/","","0","青森県","ChIJ_2QoM4kBm18RjBeIR_JgwpY","",""
"梅内プリントショップ","〒033-0011 青森県三沢市幸町１丁目１１−１８","0176-57-3022","https://maps.google.com/?cid=2499005661974583033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","青森県","ChIJRWcCg2tem18R-VavxWhAriI","",""
